acta,codigo,maduro,edmundo,otros,total_validos,total_nulo,total_invalido
612833_859801_0099Acta0099.jpg,170304005.02.1.0001,231,309,14,554,0,0
612833_885659_0292Acta0292.jpg,171302007.01.1.0001,182,131,5,318,0,0
612833_904434_0140Acta0140.jpg,170101015.01.1.0001,218,179,15,412,0,0
612833_904731_0094Acta0094.jpg,170301009.02.1.0001,81,260,9,350,0,0
612833_907372_0267Acta0267.jpg,171301006.01.1.0001,98,105,2,205,0,0
612833_953003_0276Acta0276.jpg,171301017.01.1.0001,144,59,7,210,0,0
612833_958315_0057Acta0057.jpg,170301008.03.1.0001,148,338,7,493,0,0
612833_978284_0154Acta0154.jpg,170301002.03.1.0001,207,398,13,618,0,0
616478_054148_0234Acta0234.jpg,080101003.01.1.0001,189,113,6,308,0,0
616478_184432_0186Acta0186.jpg,080101002.01.1.0001,190,83,6,279,0,0
616478_207661_0215Acta0215.jpg,080502001.02.1.0001,224,212,24,460,0,0
616478_225259_0096Acta0096.jpg,080601022.04.1.0001,128,386,7,521,0,0
616478_228463_0260Acta0260.jpg,080603002.01.1.0001,130,84,4,218,0,0
616478_272313_0220Acta0220.jpg,080501001.02.1.0001,273,216,15,504,0,0
616478_442555_0090Acta0090.jpg,080601050.01.1.0001,107,229,11,347,0,0
616478_522393_0104Acta0104.jpg,080601005.02.1.0001,106,384,7,497,0,0
616478_546702_0191Acta0191.jpg,080601043.01.1.0001,182,304,10,496,1,1
616478_559684_0114Acta0114.jpg,080601009.02.1.0001,94,425,7,526,0,0
616478_590855_0103Acta0103.jpg,080601023.03.1.0001,128,403,11,542,0,0
616478_604292_0262Acta0262.jpg,080601020.01.1.0001,82,383,9,474,0,0
616478_630003_0125Acta0125.jpg,080601031.01.1.0001,333,386,13,732,0,0
616478_697074_0124Acta0124.jpg,080601020.03.1.0001,84,410,12,506,0,0
616478_775319_0214Acta0214.jpg,080502001.01.1.0001,235,181,17,433,0,0
616478_790656_0036Acta0036.jpg,080601021.01.1.0001,109,415,13,537,0,0
616478_815917_0067Acta0067.jpg,080601033.01.1.0001,335,332,20,687,0,0
616478_901394_0212Acta0212.jpg,080603001.01.1.0001,196,316,9,521,0,0
616478_973703_0205Acta0205.jpg,080602001.01.1.0001,177,234,6,417,0,0
616478_983390_0054Acta0054.jpg,080601029.01.1.0001,219,171,13,403,0,0
616478_988670_0046Acta0046.jpg,080601025.02.1.0001,81,366,17,464,0,0
618687_057892_0351Acta0199.jpg,170504003.01.1.0001,149,54,2,205,0,0
618687_113403_0434Acta0257.jpg,171003002.01.1.0001,263,169,8,440,0,0
618687_151229_0427Acta0252.jpg,170403002.01.1.0001,280,135,8,423,0,0
618687_210991_0477Acta0285.jpg,171001006.01.1.0001,336,126,5,467,0,0
618687_289388_0416Acta0249.jpg,170401019.01.1.0001,199,124,7,330,0,0
618687_290379_0362Acta0208.jpg,170501001.04.1.0001,240,211,10,461,0,0
618687_370781_0419Acta0250.jpg,170401003.01.1.0001,242,127,9,378,0,0
618687_398912_0450Acta0272.jpg,171001001.02.1.0001,210,214,11,435,0,0
618687_469231_0472Acta0283.jpg,171001003.02.1.0001,243,165,7,415,0,0
618687_548091_0383Acta0225.jpg,170501006.01.1.0001,162,40,10,212,0,0
618687_712422_0332Acta0191.jpg,170501004.01.1.0001,191,143,7,341,0,0
618687_749292_0392Acta0234.jpg,170503001.01.1.0001,234,66,8,308,0,0
618687_770446_0347Acta0196.jpg,170502002.01.1.0001,219,115,5,339,0,0
618687_777180_0446Acta0269.jpg,171001004.01.1.0001,236,180,9,425,0,0
618687_853174_0359Acta0206.jpg,170501001.03.1.0001,224,189,7,420,0,0
618687_862129_0442Acta0265.jpg,171001004.03.1.0001,260,184,5,449,0,0
618687_879129_0387Acta0229.jpg,170504002.01.1.0001,113,44,2,159,0,0
618687_891437_0437Acta0260.jpg,171001015.01.1.0001,173,35,5,213,0,0
618687_966207_0479Acta0286.jpg,171001011.01.1.0001,173,119,6,298,0,0
621754_182115_0102Acta0070.jpg,030202003.03.1.0001,168,276,8,452,0,0
621754_256446_0071Acta0039.jpg,030501001.03.1.0001,104,319,6,429,0,0
621754_382881_0097Acta0065.jpg,030202003.04.1.0001,163,273,6,442,0,0
621754_423269_0118Acta0086.jpg,030502004.01.1.0001,213,249,13,475,1,1
621754_484029_0068Acta0036.jpg,030501001.02.1.0001,86,325,13,424,0,0
626961_054236_0158Acta0158.jpg,170801010.01.1.0001,233,270,4,507,0,0
626961_238477_0122Acta0122.jpg,170801030.01.1.0001,93,44,4,141,0,0
626961_305687_0151Acta0151.jpg,171102003.02.1.0001,200,166,9,375,0,0
626961_360257_0172Acta0172.jpg,170801007.01.1.0001,376,253,12,641,0,0
626961_433967_0160Acta0160.jpg,170801010.02.1.0001,272,254,3,529,0,0
626961_548163_0194Acta0194.jpg,171102007.01.1.0001,149,167,7,323,1,1
626961_624518_0138Acta0138.jpg,171101002.02.1.0001,182,326,11,519,0,0
626961_872154_0117Acta0117.jpg,170803005.01.1.0001,269,133,16,418,0,0
629773_160397_0056Acta0056.jpg,240107001.03.1.0001,186,321,12,519,0,0
629773_573201_0008Acta0008.jpg,240101012.02.1.0001,46,424,4,474,0,0
629773_581654_0020Acta0020.jpg,240101007.02.1.0001,81,384,9,474,0,0
636635_010545_0189Acta0189.jpg,230101001.02.1.0001,112,315,10,437,0,0
636635_049328_0227Acta0227.jpg,230402004.01.1.0001,233,167,20,420,0,0
636635_124754_0193Acta0193.jpg,230101001.01.1.0001,126,329,9,464,0,0
636635_125346_0150Acta0150.jpg,230104013.01.1.0001,105,409,9,523,0,0
636635_160714_0151Acta0151.jpg,230104011.01.1.0001,212,315,14,541,0,0
636635_300546_0158Acta0158.jpg,230105006.01.1.0001,118,170,17,305,0,0
636635_396552_0028Acta0028.jpg,230105006.02.1.0001,114,159,10,283,0,0
636635_399407_0031Acta0031.jpg,230104007.01.1.0001,203,244,14,461,0,0
636635_427929_0198Acta0198.jpg,230404001.03.1.0001,188,249,8,445,0,0
636635_437864_0080Acta0080.jpg,230107003.02.1.0001,127,319,9,455,0,0
636635_597159_0166Acta0166.jpg,230108006.01.1.0001,230,14,6,250,0,0
636635_696287_0039Acta0039.jpg,230106007.01.1.0001,108,286,8,402,0,0
636635_711521_0054Acta0054.jpg,230106004.01.1.0001,139,311,12,462,0,0
636635_754951_0176Acta0176.jpg,230202001.01.1.0001,313,96,5,414,0,0
636635_764263_0139Acta0139.jpg,230103001.02.1.0001,140,287,14,441,0,0
636635_774122_0099Acta0099.jpg,230108009.01.1.0001,108,206,8,322,1,1
636635_787598_0224Acta0224.jpg,230403004.01.1.0001,180,111,13,304,1,1
636635_787694_0064Acta0064.jpg,230104001.01.1.0001,98,306,9,413,0,0
636635_797256_0071Acta0071.jpg,230105005.03.1.0001,95,292,8,395,0,0
636635_829574_0114Acta0114.jpg,230103001.03.1.0001,154,280,9,443,0,0
636635_857718_0204Acta0204.jpg,230404004.02.1.0001,183,229,16,428,0,0
636635_952658_0034Acta0034.jpg,230104008.01.1.0001,139,92,12,243,0,0
636635_966599_0144Acta0144.jpg,230107003.01.1.0001,115,344,19,478,0,0
637933_012183_0559Acta0203.jpg,010104029.02.1.0001,144,320,15,479,0,0
637933_046309_0512Acta0156.jpg,010104024.02.1.0001,162,324,21,507,0,0
637933_068555_0527Acta0171.jpg,010104022.03.1.0001,135,319,9,463,0,0
637933_122457_0484Acta0128.jpg,010111022.03.1.0001,255,223,18,496,0,0
637933_139244_0537Acta0181.jpg,010104004.02.1.0001,170,365,18,553,0,0
637933_308848_0474Acta0118.jpg,010111004.02.1.0001,172,263,20,455,0,0
637933_317859_0572Acta0216.jpg,010110079.01.1.0001,136,378,12,526,0,0
637933_499287_0459Acta0103.jpg,010111001.03.1.0001,187,297,14,498,0,0
637933_562450_0505Acta0149.jpg,010104028.03.1.0001,167,398,21,586,0,0
637933_634383_0605Acta0249.jpg,010110169.03.1.0001,137,337,13,487,0,0
637933_655805_0593Acta0237.jpg,010110024.02.1.0001,85,227,11,323,0,0
637933_664041_0579Acta0223.jpg,010110026.04.1.0001,137,357,22,516,0,0
637933_704127_0478Acta0122.jpg,010111005.01.1.0001,160,326,19,505,0,0
637933_775680_0596Acta0240.jpg,010110022.02.1.0001,150,299,15,464,0,0
637933_804928_0597Acta0241.jpg,010110022.01.1.0001,137,284,27,448,0,0
637933_825699_0515Acta0159.jpg,010104033.02.1.0001,112,277,20,409,0,0
637933_854013_0609Acta0253.jpg,010110101.02.1.0001,173,392,18,583,0,0
637933_930860_0517Acta0161.jpg,010104033.04.1.0001,146,271,17,434,0,0
637933_955041_0533Acta0177.jpg,010104046.03.1.0001,176,310,20,506,0,0
639559_038921_0127Acta0127.jpg,040304002.01.1.0001,106,352,13,471,1,1
639559_105619_0106Acta0106.jpg,040301009.02.1.0001,115,285,14,414,1,1
639559_107401_0267Acta0267.jpg,041601001.03.1.0001,162,313,13,488,0,0
639559_159316_0266Acta0266.jpg,041601001.02.1.0001,166,335,8,509,0,0
639559_165548_0231Acta0231.jpg,041101003.03.1.0001,200,363,18,581,0,0
639559_184051_0219Acta0219.jpg,040301001.02.1.0001,164,255,11,430,0,0
639559_223981_0269Acta0269.jpg,041601005.01.1.0001,219,204,17,440,0,0
639559_273555_0273Acta0273.jpg,041601006.01.1.0001,223,236,15,474,0,0
639559_362925_0271Acta0271.jpg,041601023.01.1.0001,265,331,20,616,0,0
639559_545600_0083Acta0083.jpg,040301002.01.1.0001,138,306,20,464,0,0
639559_548904_0327Acta0327.jpg,041202001.01.1.0001,192,180,10,382,0,0
639559_569152_0155Acta0155.jpg,040302002.02.1.0001,221,312,27,560,0,0
639559_571633_0137Acta0137.jpg,040301011.03.1.0001,142,331,23,496,0,0
639559_651571_0226Acta0226.jpg,041101001.02.1.0001,136,296,18,450,0,0
639559_711713_0152Acta0152.jpg,040302011.01.1.0001,218,200,20,438,0,0
639559_747285_0235Acta0235.jpg,041101006.01.1.0001,137,289,16,442,0,0
639559_778471_0206Acta0206.jpg,040301013.02.1.0001,290,271,24,585,0,0
639559_807405_0192Acta0192.jpg,040305001.04.1.0001,190,353,18,561,0,0
639559_813645_0217Acta0217.jpg,040301007.01.1.0001,109,330,11,450,0,0
639559_888796_0161Acta0161.jpg,040304005.04.1.0001,113,386,12,511,0,0
639559_930919_0091Acta0091.jpg,040301003.03.1.0001,73,360,17,450,0,0
639559_952939_0234Acta0234.jpg,041101005.03.1.0001,162,247,20,429,0,0
639559_953744_0087Acta0087.jpg,040301004.02.1.0001,84,339,6,429,0,0
639559_963303_0123Acta0123.jpg,040304001.03.1.0001,115,434,9,558,0,0
639559_994697_0200Acta0200.jpg,040304008.03.1.0001,129,402,21,552,0,0
639559_994747_0247Acta0247.jpg,041101010.03.1.0001,148,269,21,438,0,0
653421_182905_2024-07-29-0002.jpg,071301017.02.1.0001,102,461,14,577,0,0
653421_256677_2024-07-29-0002.jpg,071301006.02.1.0001,71,413,15,499,0,0
653421_445336_2024-07-29-0003.jpg,071301006.03.1.0001,48,437,15,500,0,0
653421_541435_2024-07-28-0002.jpg,071301009.02.1.0001,75,392,10,477,0,0
653421_591741_2024-07-28-0012.jpg,071301010.12.1.0001,44,458,6,508,0,0
653421_675326_2024-07-28-0006.jpg,071301007.05.1.0001,41,415,7,463,0,0
653421_854946_2024-07-29-0001.jpg,071201020.01.1.0001,149,405,20,574,0,0
653421_995765_2024-07-29-0004.jpg,071201015.04.1.0001,115,413,11,539,1,1
653905_011727_2024-07-29-0002.jpg,070203017.02.1.0001,188,308,23,519,0,0
653905_075938_2024-07-29-0001.jpg,070202001.04.1.0001,206,345,23,574,0,0
653905_245123_2024-07-29-0002.jpg,070203004.02.1.0001,138,373,29,540,0,0
653905_596718_2024-07-29-0003.jpg,070201002.02.1.0001,252,219,13,484,0,0
653905_945411_2024-07-29-0002.jpg,070201011.02.1.0001,133,236,13,382,0,0
656297_005219_0254Acta0120.jpg,131901018.02.1.0001,26,366,5,397,0,0
656297_007393_0318Acta0184.jpg,131801013.01.1.0001,46,356,7,409,0,0
656297_013794_0530Acta0396.jpg,131601007.03.1.0001,19,352,2,373,0,0
656297_016468_0264Acta0130.jpg,131901004.03.1.0001,40,393,3,436,0,0
656297_045201_0277Acta0143.jpg,131602001.01.1.0001,19,353,3,375,0,0
656297_050309_0339Acta0205.jpg,131601054.03.1.0001,22,414,3,439,0,0
656297_052667_0416Acta0282.jpg,131901003.05.1.0001,19,423,3,445,0,0
656297_053653_0712Acta0574.jpg,131601015.02.1.0001,38,349,4,391,0,0
656297_067742_0521Acta0387.jpg,131601033.01.1.0001,87,311,9,407,0,0
656297_071804_0672Acta0538.jpg,130904007.04.1.0001,232,324,27,583,0,0
656297_083716_0443Acta0309.jpg,131801001.01.1.0001,26,206,5,237,0,0
656297_085898_0802Acta0624.jpg,131601036.02.1.0001,88,357,18,463,0,0
656297_092136_0329Acta0195.jpg,131801018.01.1.0001,50,281,6,337,0,0
656297_099515_0327Acta0193.jpg,131801024.03.1.0001,51,335,7,393,0,0
656297_109862_0400Acta0266.jpg,131601019.05.1.0001,36,353,4,393,0,0
656297_111247_0623Acta0489.jpg,131801011.02.1.0001,58,338,5,401,0,0
656297_122422_0240Acta0106.jpg,131801004.03.1.0001,32,284,5,321,0,0
656297_126295_0680Acta0546.jpg,130901067.04.1.0001,175,417,29,621,0,0
656297_131795_0528Acta0394.jpg,131601007.02.1.0001,29,334,1,364,0,0
656297_136441_0476Acta0342.jpg,131801010.07.1.0001,68,368,5,441,0,0
656297_142422_0806Acta0626.jpg,131601071.02.1.0001,46,308,8,362,0,0
656297_143192_0419Acta0285.jpg,131901003.02.1.0001,20,369,6,395,1,1
656297_153481_0375Acta0241.jpg,131901010.01.1.0001,44,442,5,491,1,1
656297_171293_0898Acta0668.jpg,131601005.01.1.0001,51,335,3,389,0,0
656297_180947_0630Acta0496.jpg,131801007.01.1.0001,41,385,9,435,0,0
656297_188156_0266Acta0132.jpg,131901004.02.1.0001,27,423,8,458,0,0
656297_193907_0644Acta0510.jpg,130901111.07.1.0001,143,362,24,529,0,0
656297_205130_0369Acta0235.jpg,131602021.02.1.0001,27,313,7,347,0,0
656297_214011_0492Acta0358.jpg,131601044.03.1.0001,44,384,3,431,0,0
656297_214602_0301Acta0167.jpg,131801009.01.1.0001,40,361,9,410,0,0
656297_219127_0577Acta0443.jpg,131602005.01.1.0001,27,271,3,301,0,0
656297_230527_0859Acta0651.jpg,130901099.02.1.0001,151,358,12,521,0,0
656297_242169_0556Acta0422.jpg,131601041.04.1.0001,22,365,2,389,0,0
656297_248184_0445Acta0311.jpg,131901012.03.1.0001,92,391,13,496,0,0
656297_258142_0546Acta0412.jpg,131602011.07.1.0001,28,325,3,356,0,0
656297_262602_0713Acta0575.jpg,131601015.03.1.0001,43,363,4,410,0,0
656297_269921_0396Acta0262.jpg,131601019.02.1.0001,30,363,8,401,0,0
656297_284701_0430Acta0296.jpg,131901009.02.1.0001,67,440,16,523,0,0
656297_303643_0745Acta0594.jpg,130901103.02.1.0001,188,288,26,502,0,0
656297_304523_0566Acta0432.jpg,131601018.04.1.0001,25,298,4,327,0,0
656297_319518_0241Acta0107.jpg,131801017.03.1.0001,91,452,11,554,0,0
656297_342618_0303Acta0169.jpg,131801014.06.1.0001,30,342,7,379,0,0
656297_343133_0569Acta0435.jpg,131603001.02.1.0001,14,338,6,358,0,0
656297_354395_0271Acta0137.jpg,131601009.04.1.0001,39,306,8,353,0,0
656297_354448_0604Acta0470.jpg,131603011.02.1.0001,0,0,0,0,0,0
656297_358368_0904Acta0671.jpg,131601004.02.1.0001,48,258,9,315,0,0
656297_365878_0308Acta0174.jpg,131801014.05.1.0001,32,360,6,398,0,0
656297_366189_0788Acta0618.jpg,130901021.03.1.0001,162,344,19,525,0,0
656297_390222_0603Acta0469.jpg,131603011.01.1.0001,21,238,2,261,0,0
656297_396264_0906Acta0672.jpg,131601004.04.1.0001,50,298,11,359,0,0
656297_401990_0321Acta0187.jpg,131801013.04.1.0001,48,343,14,405,0,0
656297_404347_0741Acta0591.jpg,130901107.04.1.0001,0,0,0,0,0,0
656297_425596_0293Acta0159.jpg,131801022.03.1.0001,48,344,7,399,0,0
656297_430805_0252Acta0118.jpg,131901018.05.1.0001,27,308,4,339,0,0
656297_443262_0893Acta0666.jpg,131601003.04.1.0001,41,322,5,368,0,0
656297_459277_0658Acta0524.jpg,131601007.01.1.0001,19,336,5,360,0,0
656297_484059_0718Acta0577.jpg,131601014.02.1.0001,19,329,2,350,0,0
656297_484600_0885Acta0662.jpg,130902009.03.1.0001,46,295,12,353,0,0
656297_488833_0578Acta0444.jpg,131602005.02.1.0001,21,311,4,336,0,0
656297_509463_0649Acta0515.jpg,130901111.03.1.0001,157,346,18,521,0,0
656297_513995_0232Acta0098.jpg,131801021.07.1.0001,25,352,6,383,0,0
656297_524844_0488Acta0354.jpg,131601046.03.1.0001,41,361,2,404,0,0
656297_552429_0238Acta0104.jpg,131801004.02.1.0001,26,287,7,320,0,0
656297_563305_0386Acta0252.jpg,131602015.03.1.0001,45,319,4,368,0,0
656297_566991_0565Acta0431.jpg,131601018.03.1.0001,20,311,4,335,1,1
656297_574646_0924Acta0681.jpg,130902003.01.1.0001,74,299,9,382,0,0
656297_600099_0471Acta0337.jpg,131801010.04.1.0001,62,391,13,466,0,0
656297_610661_0362Acta0228.jpg,131602006.01.1.0001,19,263,2,284,0,0
656297_620977_0458Acta0324.jpg,131801005.02.1.0001,77,265,8,350,0,0
656297_621622_0574Acta0440.jpg,131603001.07.1.0001,25,366,6,397,0,0
656297_629757_0629Acta0495.jpg,131801007.03.1.0001,67,389,4,460,0,0
656297_632475_0409Acta0275.jpg,131602010.03.1.0001,14,352,2,368,0,0
656297_639107_0500Acta0366.jpg,131601047.02.1.0001,108,377,18,503,0,0
656297_645130_0848Acta0646.jpg,130901012.05.1.0001,152,290,16,458,0,0
656297_649327_0572Acta0438.jpg,131603001.05.1.0001,19,365,1,385,0,0
656297_650922_0322Acta0188.jpg,131801013.05.1.0001,59,338,11,408,0,0
656297_654506_0231Acta0097.jpg,131801021.06.1.0001,30,355,10,395,1,1
656297_669126_0379Acta0245.jpg,131901010.04.1.0001,46,422,7,475,0,0
656297_669330_0440Acta0306.jpg,131901016.04.1.0001,53,409,3,465,0,0
656297_672347_0783Acta0616.jpg,130901113.02.1.0001,50,325,9,384,0,0
656297_680231_0925Acta0681.jpg,130902003.02.1.0001,74,323,12,409,0,0
656297_682930_0815Acta0630.jpg,131601017.02.1.0001,43,343,5,391,0,0
656297_690330_0398Acta0264.jpg,131601019.04.1.0001,30,328,7,365,0,0
656297_698406_0866Acta0654.jpg,130901015.03.1.0001,139,296,20,455,0,0
656297_698774_0306Acta0172.jpg,131801014.01.1.0001,31,353,8,392,0,0
656297_706722_0283Acta0149.jpg,131601008.03.1.0001,26,323,6,355,0,0
656297_717457_0540Acta0406.jpg,131602011.02.1.0001,28,393,5,426,0,0
656297_724337_0403Acta0269.jpg,131601019.06.1.0001,35,349,8,392,0,0
656297_731978_0571Acta0437.jpg,131603001.04.1.0001,20,380,6,406,0,0
656297_738737_0388Acta0254.jpg,131602016.03.1.0001,28,402,8,438,0,0
656297_746626_0876Acta0659.jpg,130901044.02.1.0001,27,358,1,386,0,0
656297_751480_0620Acta0486.jpg,131801008.05.1.0001,58,310,6,374,0,0
656297_755141_0923Acta0680.jpg,130901018.03.1.0001,97,326,11,434,0,0
656297_767874_0246Acta0112.jpg,131901011.05.1.0001,21,477,3,501,0,0
656297_771030_0874Acta0658.jpg,130901019.01.1.0001,130,228,14,372,0,0
656297_781286_0568Acta0434.jpg,131603001.01.1.0001,24,332,4,360,0,0
656297_783340_0721Acta0579.jpg,131601002.01.1.0001,36,275,8,319,0,0
656297_785221_0738Acta0589.jpg,130901073.02.1.0001,155,250,17,422,0,0
656297_795094_0899Acta0668.jpg,131601005.02.1.0001,52,323,13,388,0,0
656297_810946_0823Acta0633.jpg,130901036.02.1.0001,26,236,7,269,0,0
656297_813066_0728Acta0582.jpg,131601002.08.1.0001,30,377,11,418,0,0
656297_813127_0617Acta0483.jpg,131801008.02.1.0001,70,295,10,375,0,0
656297_822184_0504Acta0370.jpg,131601025.01.1.0001,23,329,5,357,0,0
656297_825724_0395Acta0261.jpg,131601019.01.1.0001,37,366,5,408,0,0
656297_827638_0279Acta0145.jpg,131602001.03.1.0001,12,373,4,389,0,0
656297_831405_0905Acta0672.jpg,131601004.03.1.0001,38,305,8,351,0,0
656297_859470_0451Acta0317.jpg,131901001.01.1.0001,22,389,8,419,0,0
656297_860743_0352Acta0218.jpg,131601027.04.1.0001,29,298,9,336,0,0
656297_863439_0383Acta0249.jpg,131602015.04.1.0001,49,353,9,411,0,0
656297_877780_0309Acta0175.jpg,131801014.02.1.0001,42,347,4,393,0,0
656297_891534_0289Acta0155.jpg,131801022.05.1.0001,41,316,3,360,0,0
656297_893600_0719Acta0578.jpg,131601014.03.1.0001,21,327,2,350,0,0
656297_907278_0835Acta0639.jpg,130901056.02.1.0001,125,240,23,388,0,0
656297_928458_0253Acta0119.jpg,131901018.01.1.0001,24,322,2,348,0,0
656297_936046_0601Acta0467.jpg,131603007.02.1.0001,131,303,11,445,1,1
656297_937010_0234Acta0100.jpg,131801021.10.1.0001,28,319,11,358,0,0
656297_946525_0393Acta0259.jpg,131601021.03.1.0001,25,314,7,346,0,0
656297_947853_0879Acta0660.jpg,130901044.05.1.0001,34,366,6,406,0,0
656297_950861_0427Acta0293.jpg,131901002.03.1.0001,58,346,7,411,0,0
656297_977650_0567Acta0433.jpg,131601018.05.1.0001,31,360,5,396,0,0
656297_979785_0584Acta0450.jpg,131603006.04.1.0001,77,422,17,516,0,0
656297_984900_0337Acta0203.jpg,131601054.05.1.0001,31,404,4,439,0,0
662379_001563_0281Acta0281.jpg,090404006.03.1.0001,123,357,17,497,0,0
662379_009458_0087Acta0087.jpg,090402004.01.1.0001,94,435,15,544,0,0
662379_027202_0098Acta0098.jpg,090402005.03.1.0001,57,313,15,385,0,0
662379_034127_0090Acta0090.jpg,090402004.03.1.0001,111,423,12,546,0,0
662379_038803_0061Acta0061.jpg,090402010.01.1.0001,127,380,16,523,0,0
662379_055939_0309Acta0309.jpg,090402017.05.1.0001,101,440,17,558,0,0
662379_192484_0278Acta0278.jpg,090404003.01.1.0001,74,85,2,161,0,0
662379_192898_0066Acta0066.jpg,090402021.01.1.0001,68,294,8,370,0,0
662379_197624_0144Acta0144.jpg,090403005.04.1.0001,31,262,8,301,0,0
662379_202665_0067Acta0067.jpg,090402016.02.1.0001,64,241,11,316,0,0
662379_237436_0198Acta0198.jpg,090401006.01.1.0001,90,395,11,496,0,0
662379_251857_0118Acta0118.jpg,090401007.05.1.0001,96,418,23,537,0,0
662379_282507_0134Acta0134.jpg,090403011.02.1.0001,58,378,6,442,0,0
662379_290683_0308Acta0308.jpg,090402017.04.1.0001,85,417,19,521,0,0
662379_305609_0306Acta0306.jpg,090402017.02.1.0001,94,401,14,509,0,0
662379_322581_0284Acta0284.jpg,090404010.01.1.0001,153,350,18,521,0,0
662379_335124_0143Acta0143.jpg,090403005.02.1.0001,34,353,8,395,0,0
662379_361874_0135Acta0135.jpg,090403011.05.1.0001,65,369,8,442,0,0
662379_422893_0247Acta0247.jpg,091602001.05.1.0001,63,375,7,445,0,0
662379_436023_0102Acta0102.jpg,090402024.02.1.0001,73,333,11,417,1,1
662379_466085_0137Acta0137.jpg,090403011.01.1.0001,54,365,5,424,0,0
662379_544803_0202Acta0202.jpg,090401023.01.1.0001,154,408,25,587,0,0
662379_602684_0146Acta0146.jpg,090403005.03.1.0001,29,292,3,324,0,0
662379_662370_0154Acta0154.jpg,090403014.03.1.0001,90,434,12,536,0,0
662379_691463_0101Acta0101.jpg,090402024.01.1.0001,78,346,15,439,0,0
662379_693999_0205Acta0205.jpg,090401009.01.1.0001,91,424,8,523,0,0
662379_695239_0043Acta0043.jpg,090402007.01.1.0001,95,360,12,467,0,0
662379_871824_0243Acta0243.jpg,091602001.01.1.0001,59,319,6,384,0,0
662379_872422_0257Acta0257.jpg,091601005.02.1.0001,92,289,7,388,0,0
662379_946209_0062Acta0062.jpg,090402010.02.1.0001,139,350,21,510,0,0
667154_078945_0066Acta0054.jpg,100501017.01.1.0001,85,78,1,164,0,0
667154_545710_0093Acta0077.jpg,100701002.03.1.0001,110,425,9,544,1,1
667154_582604_0035Acta0026.jpg,100501001.01.1.0001,132,420,15,567,0,0
667154_745062_0068Acta0056.jpg,100501005.01.1.0001,60,59,0,119,0,0
667154_753232_0091Acta0075.jpg,100701002.01.1.0001,105,422,11,538,0,0
667154_822118_0089Acta0073.jpg,100701001.01.1.0001,151,429,15,595,0,0
667448_000528_0324Acta0324.jpg,211805020.02.1.0001,126,254,10,390,0,0
667448_014898_0109Acta0109.jpg,211803033.05.1.0001,79,340,5,424,0,0
667448_079198_0166Acta0166.jpg,211802003.01.1.0001,86,321,6,413,0,0
667448_093744_0224Acta0224.jpg,211807002.03.1.0001,74,301,10,385,0,0
667448_119869_0298Acta0298.jpg,211805024.02.1.0001,125,322,6,453,0,0
667448_133095_0138Acta0138.jpg,211803025.02.1.0001,110,281,7,398,0,0
667448_146124_0155Acta0155.jpg,211803019.03.1.0001,94,352,3,449,1,1
667448_175560_0173Acta0173.jpg,211802007.02.1.0001,94,242,4,340,0,0
667448_209125_0293Acta0293.jpg,211805022.01.1.0001,103,290,4,397,0,0
667448_229905_0309Acta0309.jpg,211805009.06.1.0001,79,337,5,421,0,0
667448_248298_0178Acta0178.jpg,211803012.02.1.0001,71,303,4,378,0,0
667448_250837_0149Acta0149.jpg,211803020.04.1.0001,45,297,3,345,0,0
667448_348597_0169Acta0169.jpg,211802003.03.1.0001,81,320,7,408,0,0
667448_397282_0158Acta0158.jpg,211802005.01.1.0001,98,333,12,443,0,0
667448_403320_0270Acta0270.jpg,211801001.04.1.0001,116,346,6,468,0,0
667448_404306_0117Acta0117.jpg,211803034.01.1.0001,133,331,7,471,0,0
667448_491673_0236Acta0236.jpg,211807005.02.1.0001,125,264,7,396,0,0
667448_522300_0195Acta0195.jpg,211803013.04.1.0001,68,298,4,370,0,0
667448_522301_0108Acta0108.jpg,211803033.01.1.0001,59,350,2,411,0,0
667448_688394_0312Acta0312.jpg,211805016.02.1.0001,113,289,11,413,0,0
667448_857525_0129Acta0129.jpg,211803006.01.1.0001,33,301,3,337,0,0
667448_878610_0308Acta0308.jpg,211805009.05.1.0001,86,365,7,458,0,0
667448_977629_0185Acta0185.jpg,211803011.03.1.0001,98,348,6,452,0,0
669215_373506_2024-07-29-0003.jpg,120813009.03.1.0001,94,368,2,464,0,0
669215_376153_2024-07-29-0002.jpg,120406001.02.1.0001,69,397,14,480,1,1
669215_582197_2024-07-29-0001.jpg,120402001.01.1.0001,114,454,11,579,0,0
669215_686054_2024-07-29-0003.jpg,120406001.03.1.0001,60,416,9,485,0,0
669215_774595_2024-07-29-0001.jpg,120405010.01.1.0001,93,221,11,325,0,0
669215_954302_2024-07-29-0004.jpg,120407004.03.1.0001,98,440,5,543,0,0
669283_017721_0034Acta0034.jpg,030403010.01.1.0001,234,316,9,559,0,0
669283_284939_0018Acta0018.jpg,030401002.01.1.0001,47,202,0,249,0,0
669283_566216_0024Acta0024.jpg,030403001.03.1.0001,140,229,7,376,0,0
669283_751651_0026Acta0026.jpg,030403001.01.1.0001,126,248,8,382,0,0
670988_029528_0273Acta0231.jpg,131102003.01.1.0001,256,170,33,459,0,0
670988_183145_0277Acta0235.jpg,131102001.03.1.0001,125,382,13,520,1,1
670988_246232_0121Acta0080.jpg,130801017.03.1.0001,166,341,14,521,0,0
